,term,tfidf,counts,month_yr,term_positive,tfidf_positive,counts_positive,term_neutral,tfidf_neutral,counts_neutral,term_negative,tfidf_negative,counts_negative
18,personal info,0.004546668064071271,16,3-2018,design build finance,0.00673393369544335,6,eluta via green,0.005215879306743429,13,via rail clarkson,0.004867189678229932,3
19,users personal,0.004494440005578629,15,3-2018,design build,0.00673393369544335,6,canadasgreenest eluta via,0.005215879306743429,13,rail clarkson station,0.004867189678229932,3
0,phil verster,0.01787261479630844,49,2-2018,phil verster,0.0312733051712264,19,park lawn,0.021636652492415653,33,conspiracy theory,0.023060563740755005,4
1,park lawn,0.016265489034568058,38,2-2018,kathleen wynne,0.015481585258795711,8,canadasgreenest eluta,0.016537337416136038,25,waste money,0.018750000000000003,3
2,canadasgreenest eluta,0.011926135498699421,25,2-2018,relief line,0.014893617021276595,8,phil verster,0.014895334404774634,28,rush hour,0.01719007771481565,4
3,smarttrack stations,0.01143557705900763,23,2-2018,ceo phil,0.013561306241908882,10,grocery pickup,0.011194029850746271,15,ceo phil,0.01702565357013639,3
4,kathleen wynne,0.010740438800387045,22,2-2018,two stations,0.012477095658457343,17,new stations,0.011186092609090231,17,presto readers,0.013785524442345255,6
5,wi fi,0.010152874926115964,26,2-2018,ceo phil verster,0.011662730425428602,9,smarttrack stations,0.0105637584596359,21,wi fi,0.0125,3
6,del duca,0.009603795908465808,28,2-2018,del duca,0.010459635453195896,16,wi fi,0.00978262452735611,19,lost revenue,0.012387967050275197,6
7,town hall,0.00934535150622427,20,2-2018,win approval,0.00844885797243442,15,agency government,0.009681622541262216,14,faulty presto,0.012387967050275197,6
8,ceo phil,0.009168143481640216,30,2-2018,two stations rejected,0.00844885797243442,15,green light,0.009055609993927115,13,subway system,0.010669417382415922,3
9,lawrence east,0.008344972940079258,19,2-2018,stations rejected,0.00844885797243442,15,kathleen wynne,0.008757181572405862,12,world class,0.010669417382415922,3
10,via torontostar,0.008267485467987924,22,2-2018,approval two,0.00844885797243442,15,via torontostar,0.007940235688640733,14,lost revenue faulty,0.010290033857915049,5
11,ceo phil verster,0.008258446206495212,28,2-2018,approval two stations,0.00844885797243442,15,ceo phil verster,0.007346076659900659,17,revenue faulty,0.010290033857915049,5
12,onpoli topoli,0.007984216321015663,18,2-2018,duca attempted win,0.00844885797243442,15,ceo phil,0.007346076659900659,17,revenue faulty presto,0.010290033857915049,5
13,new stations,0.007860678500102799,18,2-2018,duca attempted,0.00844885797243442,15,trains buses,0.007018174304463732,15,faulty presto readers,0.010014333118777991,5
14,trains buses,0.007000442097806081,18,2-2018,del duca attempted,0.00844885797243442,15,new smarttrack,0.006465423888545537,15,million lost,0.007939175290775794,4
15,two stations,0.005799007476804205,19,2-2018,attempted win approval,0.00844885797243442,15,new smarttrack stations,0.006465423888545537,15,million lost revenue,0.007939175290775794,4
16,real estate,0.004648829803712016,22,2-2018,attempted win,0.00844885797243442,15,buses spring,0.005855928753896343,13,compensate million,0.005533684553001912,3
17,approval two stations,0.004532627468116012,16,2-2018,win approval two,0.00844885797243442,15,president real,0.004713786822541208,19,wants compensate,0.005533684553001912,3
18,president real,0.0032446524708404593,19,2-2018,rejected via,0.004870514773045658,8,president real estate,0.004713786822541208,19,wants compensate million,0.005533684553001912,3
19,president real estate,0.0032446524708404593,19,2-2018,stations rejected via,0.004870514773045658,8,real estate,0.004713786822541208,19,compensate million lost,0.005533684553001912,3
0,north korea,0.04151451495030819,108,1-2018,leslie woo,0.015293976447601523,7,north korea,0.04721753529398812,82,north korea,0.06580438022067656,21
1,north korean,0.034921086376234776,141,1-2018,eglinton crosstown,0.012664146078275202,7,north korean,0.03815479001880472,108,north korean,0.05634944021256465,26
2,korean cyberattack,0.020849658613173845,95,1-2018,relief line,0.012406947890818858,5,korean cyberattack,0.02514658492261434,84,cyber attack,0.045211061627053475,26
3,north korean cyberattack,0.020006802806185206,93,1-2018,new agreement,0.012406947890818858,5,north korean cyberattack,0.023933517748716396,82,presto card,0.03764802040772538,14
4,presto card,0.018846144723914778,43,1-2018,integrated art,0.011729259864006792,5,canadasgreenest eluta,0.023489766102982007,53,thwarts cyber,0.020056714122056365,13
5,canadasgreenest eluta,0.016368281863574516,53,1-2018,presto card,0.011649735904742393,5,gtatop eluta,0.019635440177449746,31,attack north,0.019612201294147095,13
6,cyber attack,0.015752364616875812,42,1-2018,new year,0.010135311932589462,5,targeted north,0.016234719305109054,50,thwarts cyber attack,0.018272060627943378,12
7,gtatop eluta,0.013647948295225252,31,1-2018,north korean,0.010028416586420298,7,targeted north korean,0.015047913841325266,47,cyber attack north,0.017956818622022277,12
8,targeted north,0.012465825543448337,55,1-2018,korean cyberattack,0.010028416586420298,7,presto card,0.015029204528262296,24,korean hackers,0.01789196729283101,12
9,targeted north korean,0.011620130744155981,52,1-2018,north korean cyberattack,0.010028416586420298,7,agency government,0.01389958340768735,25,north korean hackers,0.01789196729283101,12
10,agency government,0.009649413210738101,25,1-2018,pretty sure,0.009925558312655087,4,ontario agency,0.00899820432812275,24,attack north korean,0.01604200501048374,11
11,agency says,0.00756567802405844,28,1-2018,business case,0.009925558312655087,4,agency says,0.00888034557906602,23,korean cyber,0.012414125038887398,6
12,ontario agency,0.007087997027270584,27,1-2018,north korea,0.009925558312655087,5,hit north,0.008027754145344524,23,korean cyber attack,0.012414125038887398,6
13,hit north,0.006546814047127061,23,1-2018,union station,0.009925558312655087,4,hit north korean,0.0075505818549691725,22,north korean cyber,0.012414125038887398,6
14,green employers,0.004694166168910376,26,1-2018,thank much,0.00922868712037693,4,green employers,0.006763251563865944,26,presto card scam,0.009684266739638073,6
15,eluta via green,0.004694166168910376,26,1-2018,happy new,0.007834944735820618,4,eluta via green,0.006763251563865944,26,card scam,0.009684266739638073,6
16,eluta via,0.004694166168910376,26,1-2018,paper tickets,0.007444168734491315,4,eluta via,0.006763251563865944,26,commuters presto card,0.008077284809192878,5
17,canadasgreenest eluta via,0.004694166168910376,26,1-2018,mount hope,0.007444168734491315,4,canadasgreenest eluta via,0.006763251563865944,26,commuters presto,0.008077284809192878,5
18,via green,0.004694166168910376,26,1-2018,crosstown lrt,0.005718437641826168,4,via green,0.006763251563865944,26,warns commuters,0.008077284809192878,5
19,via green employers,0.004694166168910376,26,1-2018,eglinton crosstown lrt,0.005718437641826168,4,via green employers,0.006763251563865944,26,warns commuters presto,0.008077284809192878,5
0,town hall,0.022136215167396615,43,12-2017,town hall,0.029651780804950362,13,town hall,0.021505376344086027,28,kathleen wynne,0.06818181818181818,9
1,canadasgreenest eluta,0.017016539217855772,38,12-2017,regional plan,0.016483516483516484,6,canadasgreenest eluta,0.019482023571621796,38,union station,0.030303030303030304,5
2,presto cards,0.014612629432068596,30,12-2017,new year,0.015657965639681002,9,presto cards,0.01734285272400599,26,presto cards,0.022727272727272728,3
3,kathleen wynne,0.012791991101223582,23,12-2017,great day,0.012987060548793299,5,gtatop eluta,0.014592933947772653,19,court order,0.015151515151515152,3
4,shoppers drug,0.010952111681055763,23,12-2017,downsview park,0.012058253404878773,5,shoppers drug,0.013034599889984315,20,relief line,0.015151515151515152,3
5,gtatop eluta,0.009101201908052798,19,12-2017,ceo phil,0.011805215735368914,8,cuts bombardier,0.012285794976034764,27,posts article,0.010163945352271771,3
6,lrt cars,0.008916546873458393,27,12-2017,phil verster,0.011805215735368914,8,lrt cars,0.011235620907651253,27,snow gets called,0.010163945352271771,3
7,cuts bombardier,0.008786508785264739,28,12-2017,ceo phil verster,0.011805215735368914,8,vehicle order,0.010517371757390072,25,article blaming,0.010163945352271771,3
8,agency government,0.008380277645835979,19,12-2017,aidan johnson,0.011219248239186292,5,order half,0.009598465631847375,24,havoc snow,0.010163945352271771,3
9,green employers,0.007771148410054635,19,12-2017,feel free,0.01098901098901099,4,build lrt,0.009059039930343005,23,gets called,0.010163945352271771,3
10,vehicle order,0.007440837854423321,26,12-2017,happy holidays,0.01098901098901099,4,build lrt cars,0.009059039930343005,23,fatalities since took,0.009937748840367544,4
11,build lrt cars,0.007346958481997841,23,12-2017,via rail,0.01098901098901099,4,alstom build,0.008279501967151857,19,since took toll,0.009937748840367544,4
12,build lrt,0.007346958481997841,23,12-2017,dec th,0.01021811570556816,5,bombardier vehicle order,0.006977911878527055,20,fatalities since,0.009937748840367544,4
13,phil verster,0.007326425553606987,22,12-2017,subway extension,0.01021811570556816,4,bombardier vehicle,0.006977911878527055,20,toll staff,0.009937748840367544,4
14,order half,0.006767510596151322,25,12-2017,topoli onpoli,0.009672774729430712,4,via green,0.005613236200476311,19,took toll,0.009937748840367544,4
15,ceo phil verster,0.006319555992341647,20,12-2017,johnson motion,0.008676325138682498,4,green employers,0.005613236200476311,19,took toll staff,0.009937748840367544,4
16,ceo phil,0.006319555992341647,20,12-2017,special constables,0.00848737002635519,4,eluta via green,0.005613236200476311,19,since took,0.009937748840367544,4
17,bombardier vehicle,0.004850016034448886,21,12-2017,recommending new super,0.008241758241758242,3,eluta via,0.005613236200476311,19,track tragedy,0.0074431355046688675,3
18,bombardier vehicle order,0.004850016034448886,21,12-2017,new year eve,0.0033497833402622978,4,canadasgreenest eluta via,0.005613236200476311,19,tragedy fatalities,0.0074431355046688675,3
19,vehicle order half,0.004276528064890039,19,12-2017,year eve,0.0033497833402622978,4,via green employers,0.005613236200476311,19,tragedy fatalities since,0.0074431355046688675,3
0,regional plan,0.012611680085590972,34,11-2017,leslie woo,0.023017902813299233,9,fare integration,0.015394912985274425,23,kathleen wynne,0.025806451612903226,4
1,fare integration,0.012594923258897784,26,11-2017,regional plan,0.015804401743145374,7,regional plan,0.014504777967933388,26,seems like,0.01746520503991321,3
2,phil verster,0.012121061712801084,25,11-2017,phil verster,0.014131118403701667,10,public meeting,0.011378848728246314,17,topoli onpoli,0.01746520503991321,3
3,public meeting,0.010784313725490196,22,11-2017,topoli onpoli,0.012787723785166242,5,scarborough subway,0.010182770082709843,32,fatalities since,0.013750045529581258,7
4,topoli onpoli,0.009653557836824504,21,11-2017,feel free,0.01208953550853742,5,phil verster,0.010040160642570278,15,fatalities since took,0.013750045529581258,7
5,scarborough subway,0.008711950182122402,36,11-2017,hydrogen fuel,0.010230179028132993,4,hsr run,0.00870147255689424,13,tragedy fatalities since,0.013750045529581258,7
6,draft regional,0.00531752707671416,18,11-2017,good luck,0.010230179028132993,4,via torontostar,0.007468487470068284,14,tragedy fatalities,0.013750045529581258,7
7,worthwhile use,0.005285169833838764,31,11-2017,ehren cory,0.008445669131158755,6,draft regional,0.007152959620938511,14,track tragedy fatalities,0.013750045529581258,7
8,use money,0.005285169833838763,31,11-2017,public meeting,0.007842950453187168,5,worthwhile use,0.006434097841200708,28,track tragedy,0.013750045529581258,7
9,draft regional plan,0.00501370339788688,17,11-2017,janice fukakusa,0.007378890723263294,5,use money,0.006434097841200708,28,took toll,0.013750045529581258,7
10,worthwhile use money,0.0048245024874774165,30,11-2017,nov pm,0.007105267709109341,4,worthwhile use money,0.005805682339263668,27,since took toll,0.013750045529581258,7
11,subway worthwhile,0.00392419082928875,25,11-2017,ceo phil verster,0.006905678312012369,5,internal report,0.004504914854469711,22,since took,0.013750045529581258,7
12,report found,0.00350002670044034,24,11-2017,ceo phil,0.006905678312012369,5,report found,0.004360466514465491,22,presto card,0.012903225806451613,4
13,internal report,0.003481210355166221,23,11-2017,easier people disabilities,0.004914661995155721,5,subway worthwhile,0.004303122319480079,22,subway worthwhile,0.012222110909676877,3
14,subway worthwhile use,0.0034591077932449874,24,11-2017,people disabilities,0.004914661995155721,5,subway worthwhile use,0.004303122319480079,22,scarborough subway,0.012222110909676877,3
15,scarborough subway worthwhile,0.003258123622054404,23,11-2017,easier people,0.004914661995155721,5,internal report found,0.004049319886186248,21,toll staff,0.011989617909236212,6
16,internal report found,0.003144944656622521,22,11-2017,share ideas,0.004914661995155721,5,scarborough subway worthwhile,0.004030342483857615,21,took toll staff,0.011989617909236212,6
17,report found scarborough,0.0029534146310243726,21,11-2017,make easier,0.0037638750885647778,4,report found scarborough,0.0036157426513005334,19,use money,0.009495338452835752,3
18,found scarborough subway,0.0029534146310243726,21,11-2017,disabilities travel around,0.0037638750885647778,4,found scarborough subway,0.0036157426513005334,19,worthwhile use,0.009495338452835752,3
19,found scarborough,0.0029534146310243726,21,11-2017,disabilities travel,0.0037638750885647778,4,found scarborough,0.0036157426513005334,19,worthwhile use money,0.009495338452835752,3
0,canadasgreenest eluta,0.019744489737052867,40,10-2017,great see,0.01838235294117647,5,canadasgreenest eluta,0.024015607374640632,38,parking agincourt,0.032520325203252036,4
1,new ceo,0.01962838934145402,54,10-2017,kathleen wynne,0.014705882352941176,4,phil verster,0.02241244043803595,51,barrie line,0.027534646466175337,4
2,phil verster,0.01905776775212363,57,10-2017,liberty village,0.014705882352941176,4,new ceo,0.021840179002557823,47,topoli onpoli,0.025647971856741884,4
3,regional plan,0.014478126843057267,34,10-2017,regional plan,0.014705882352941176,4,regional plan,0.016417220316204087,30,bad contracting,0.02088548049392152,4
4,agency government,0.012553961129114468,28,10-2017,ceo phil,0.014169219953514459,7,agency government,0.016152633936806625,28,jeroen kok,0.02088548049392152,4
5,kathleen wynne,0.012500000000000002,22,10-2017,new ceo,0.013869251829131471,6,ceo phil,0.013014208065551184,37,spokesperson anne,0.012171845882693131,5
6,ceo phil,0.012281920305027897,44,10-2017,smart track,0.013499810915119898,4,ceo phil verster,0.012808039941416993,36,anne marie aikins,0.012171845882693131,5
7,ceo phil verster,0.011609932487996846,42,10-2017,even better,0.011029411764705881,3,kathleen wynne,0.012454212454212459,17,spokesperson anne marie,0.012171845882693131,5
8,presto card,0.00965909090909091,17,10-2017,great discussion,0.011029411764705881,3,youngpeoplejobs eluta,0.01028938208475564,16,anne marie,0.012171845882693131,5
9,new ceo phil,0.00888877683043551,33,10-2017,presto card,0.011029411764705881,3,new ceo phil,0.010053587580726943,29,marie aikins,0.012171845882693131,5
10,youngpeoplejobs eluta,0.007975999028375392,16,10-2017,phil verster,0.010802043422227611,6,fare integration,0.009321028216813427,13,lakeshore east,0.01055158252239876,4
11,fare integration,0.007798273824698032,14,10-2017,ceo phil verster,0.010802043422227611,6,presto card,0.008791208791208791,12,east line,0.01055158252239876,4
12,public meeting,0.00681818181818182,12,10-2017,hopefully see,0.007352941176470588,2,public meeting,0.008791208791208791,12,lakeshore east line,0.01055158252239876,4
13,draft regional,0.00639154682411341,19,10-2017,new ceo phil,0.006986457245799429,4,gtatop eluta,0.007719267504549112,12,west guildwood,0.009943723156494678,4
14,draft regional plan,0.006056373269805644,18,10-2017,port credit,0.0063992566657288755,2,draft regional,0.007366592790802817,17,west guildwood station,0.009943723156494678,4
15,gtatop eluta,0.005983092973424995,12,10-2017,pension benefits consultant,0.004932502891543653,3,draft regional plan,0.0069342159509632436,16,guildwood station,0.009943723156494678,4
16,developer oracle,0.0033620975139334467,19,10-2017,pension benefits,0.004932502891543653,3,developer oracle,0.004335331302894801,19,aikins confirms,0.00799073306108459,3
17,developer oracle hcm,0.002747628765055581,16,10-2017,senior pension,0.004932502891543653,3,oracle hcm,0.0035429060937485135,16,fatality tracks west,0.006975687800888905,3
18,oracle hcm,0.002747628765055581,16,10-2017,senior pension benefits,0.004932502891543653,3,developer oracle hcm,0.0035429060937485135,16,tracks west guildwood,0.006975687800888905,3
19,oracle hcm taleo,0.0019651396660576325,11,10-2017,benefits consultant,0.004932502891543653,3,hcm taleo,0.0025339660177477667,11,fatality tracks,0.006975687800888905,3
0,kathleen wynne,0.01988198189592341,41,9-2017,leslie woo,0.019820213165183113,10,kathleen wynne,0.022924901185770747,29,kathleen wynne,0.031499007666811,6
1,fare integration,0.018811152201840233,34,9-2017,greater transparency,0.017073163400871134,5,canadasgreenest eluta,0.018972332015810278,24,johntory kathleen wynne,0.024162880247454707,5
2,canadasgreenest eluta,0.015999999999999997,26,9-2017,cpo leslie woo,0.016001132166284557,9,regional plan,0.018937183420181334,34,johntory kathleen,0.024162880247454707,5
3,regional plan,0.015857857953919387,36,9-2017,cpo leslie,0.016001132166284557,9,fare integration,0.01786031898243092,24,fare distance,0.02404600602015689,4
4,fare distance,0.012661414586124466,22,9-2017,kathleen wynne,0.015993449056916423,6,hydrogen powered,0.013438735177865617,17,fare integration,0.019952178201430536,3
5,leslie woo,0.010824130977957869,20,9-2017,fare integration,0.014253089570654211,7,fare distance,0.012226451193889846,16,blames bombardier,0.019936448839977663,7
6,hydrogen powered,0.010461538461538461,17,9-2017,via torontostar,0.013227545202369389,4,draft regional,0.009814003911920973,21,bombardier latest,0.016483376500667942,6
7,topoli onpoli,0.00970025477161217,17,9-2017,look like,0.012552301255230124,4,draft regional plan,0.009814003911920973,21,west lrt,0.016483376500667942,6
8,via torontostar,0.008570565043181188,16,9-2017,topoli onpoli,0.012552301255230124,3,review controversial,0.008819424865824477,17,lrt delay,0.016483376500667942,6
9,draft regional plan,0.00755003590963071,21,9-2017,would great,0.012552301255230124,3,thorough review,0.008495016557157993,18,finch west,0.016483376500667942,6
10,draft regional,0.00755003590963071,21,9-2017,johntory kathleen,0.01221078810965297,5,privacy policy,0.007324482114149847,20,finch west lrt,0.016483376500667942,6
11,data police,0.007321522875244982,21,9-2017,johntory kathleen wynne,0.01221078810965297,5,data police,0.006981311379812662,20,blames bombardier latest,0.016483376500667942,6
12,privacy policy,0.007281152500355207,20,9-2017,gta fare,0.008710906604033935,5,announces thorough,0.006945907806233276,15,gta fare,0.015420636579045797,3
13,review controversial,0.006942543637091938,18,9-2017,gta fare integration,0.008710906604033935,5,presto data,0.0047491277712516464,17,latest finch,0.012807622074858993,5
14,thorough review,0.006873055343163474,19,9-2017,sample fares,0.007431286203428389,4,presto data police,0.0047491277712516464,17,latest finch west,0.012807622074858993,5
15,johntory kathleen wynne,0.006703979630503363,18,9-2017,help gtha cities,0.007247074508656389,3,revise privacy,0.004079366673517108,15,bombardier latest finch,0.012807622074858993,5
16,johntory kathleen,0.006703979630503363,18,9-2017,plans need,0.007247074508656389,3,revise privacy policy,0.004079366673517108,15,west lrt delay,0.012807622074858993,5
17,announces thorough,0.005661694088140214,16,9-2017,plans need lot,0.007247074508656389,3,reveals shares,0.004053757817151822,15,cpo leslie woo,0.012688464082655986,3
18,presto data,0.005626742397390499,18,9-2017,leslie woo promised,0.0066355160803903725,4,reveals shares presto,0.004053757817151822,15,leslie woo,0.012688464082655986,3
19,presto data police,0.005626742397390499,18,9-2017,woo promised,0.0066355160803903725,4,shares presto,0.004053757817151822,15,cpo leslie,0.012688464082655986,3
0,new ceo,0.027671310311872435,49,8-2017,would love,0.01646090534979424,4,new ceo,0.03315878799103965,46,kathleen wynne,0.06836472001060111,10
1,kathleen wynne,0.02189822642570477,45,8-2017,would awesome,0.01646090534979424,4,kathleen wynne,0.027732463295269193,34,del duca,0.0386656106487249,5
2,pressured approve,0.01186364806054723,44,8-2017,great news,0.01646090534979424,4,new stations,0.013766154857179367,18,waste money,0.02654867256637168,3
3,phil verster,0.011434793302650119,22,8-2017,onpoli topoli,0.01646090534979424,4,pressured approve,0.012992776365893861,37,pressured approve,0.024903360599170452,7
4,new stations,0.011316390009503062,19,8-2017,phil verster,0.01234567901234568,3,judicial review,0.01267707876784574,34,station minister,0.024903360599170452,7
5,judicial review,0.010047715826074126,34,8-2017,jv wins,0.009396855656516725,4,phil verster,0.01238346462621114,19,minister riding,0.019326654122766525,6
6,minister riding,0.009903219258574977,37,8-2017,million contract,0.008850253866198587,5,applies judicial review,0.012221348036046444,33,station minister riding,0.019326654122766525,6
7,station minister,0.009581745016409302,38,8-2017,regional express,0.006480248655766015,5,applies judicial,0.012221348036046444,33,pressured approve station,0.019326654122766525,6
8,applies judicial review,0.009472327466593211,33,8-2017,contract regional,0.006480248655766015,5,bombardier applies,0.012166592985031215,32,approve station minister,0.019326654122766525,6
9,applies judicial,0.009472327466593211,33,8-2017,contract regional express,0.006480248655766015,5,bombardier taking,0.011546269045319,17,approve station,0.019326654122766525,6
10,bombardier applies,0.009426988629244338,32,8-2017,express rail,0.006480248655766015,5,bombardier applies judicial,0.011426604016519501,31,kathleen wynne johntory,0.01649982789638875,3
11,bombardier taking,0.009415338284981534,18,8-2017,regional express rail,0.006480248655766015,5,minister riding,0.010977288706205748,31,wynne johntory,0.01649982789638875,3
12,approve station,0.009266229308061516,36,8-2017,wins cad million,0.0034128370217833557,3,approve station,0.010156927400077304,30,via torontostar,0.015794860272905213,3
13,bombardier applies judicial,0.008850442330544722,31,8-2017,wins cad,0.0034128370217833557,3,station minister,0.010038448660654698,31,meet targets punctuality,0.010034455035643201,3
14,pressured approve station,0.008683856925691309,35,8-2017,cad million,0.0034128370217833557,3,bid contract,0.009705950192994832,16,meet targets,0.010034455035643201,3
15,station minister riding,0.008506433633873878,34,8-2017,rail program,0.0034128370217833557,3,bombardier asks,0.009507730759610504,16,punctuality reliability,0.010034455035643201,3
16,approve station minister,0.0077682851302933046,32,8-2017,cad million contract,0.0034128370217833557,3,pressured approve station,0.009406738327673147,29,failure meet targets,0.010034455035643201,3
17,kathleen wynne johntory,0.007655541619188705,20,8-2017,joint venture,0.0034128370217833557,3,station minister riding,0.009176970049397229,28,targets punctuality,0.010034455035643201,3
18,wynne johntory,0.007655541619188705,20,8-2017,express rail program,0.0034128370217833557,3,via torontostar,0.008698017455777677,18,targets punctuality reliability,0.010034455035643201,3
19,via torontostar,0.007637611177572667,21,8-2017,million contract regional,0.0034128370217833557,3,approve station minister,0.008223503255340789,26,failure meet,0.010034455035643201,3
0,via torontostar,0.013170513832967207,18,7-2017,anne marie,0.027624309392265192,5,operate trains,0.016071350785922655,24,blocked signs,0.023529411764705882,2
1,operate trains,0.01233742715437228,26,7-2017,happy canada,0.016574585635359115,3,bid operate,0.013987943304006826,20,lakeshore west,0.023529411764705882,2
2,bid operate,0.010724191454236488,22,7-2017,operation lifesaver canada,0.01172000189811957,3,via torontostar,0.013696791208570935,15,card system,0.023529411764705882,2
3,court decision,0.01028036740486393,16,7-2017,lifesaver canada,0.01172000189811957,3,bid operate trains,0.012955232698091276,19,fatally struck,0.022932141875708162,3
4,bid operate trains,0.009923126810921262,21,7-2017,cyr award,0.009283555479404236,4,court decision,0.010983749524967527,13,sole sourced,0.02008360919042997,2
5,drops appeal,0.009499548910002946,15,7-2017,roger cyr,0.009283555479404236,4,drops appeal,0.009960451112716477,12,broke rules,0.02008360919042997,2
6,broke rules,0.00834054264473986,13,7-2017,roger cyr award,0.009283555479404236,4,broke rules,0.0073196667633557404,11,anne marie aikins,0.016637806616154056,2
7,sole sourced,0.008340542644739858,13,7-2017,bombardier court,0.008287292817679558,3,million sole,0.0073196667633557404,11,anne marie,0.016637806616154056,2
8,bombardier bid,0.005800846994143517,12,7-2017,bombardier court decision,0.008287292817679558,3,million sole sourced,0.0073196667633557404,11,east line,0.013584712216226487,2
9,spending design,0.005327345094381361,17,7-2017,agency says challenge,0.008287292817679558,3,spending design,0.0069595034669317265,17,lakeshore east,0.013584712216226487,2
10,new brand,0.004486267561002372,16,7-2017,agency says,0.008287292817679558,3,design new,0.005862069916501993,16,lakeshore east line,0.013584712216226487,2
11,design new brand,0.004486267561002372,16,7-2017,bombardier bid operate,0.007412380035910906,3,design new brand,0.005862069916501993,16,pedestrian fatally,0.011957167882730338,2
12,design new,0.004486267561002372,16,7-2017,bombardier bid,0.007412380035910906,3,new brand,0.005862069916501993,16,pedestrian fatally struck,0.011957167882730338,2
13,spending design new,0.004486267561002372,16,7-2017,operate trains,0.007412380035910906,3,spending design new,0.005862069916501993,16,fatally struck eastbound,0.011957167882730338,2
14,wider recognition,0.0036478252469461154,14,7-2017,bid operate trains,0.007412380035910906,3,wider recognition,0.004775905232656564,14,dundas west,0.011764705882352941,2
15,seeking wider,0.0036478252469461154,14,7-2017,bid operate,0.007412380035910906,3,seeking wider,0.004775905232656564,14,businesses along eglinton,0.010522672835293128,2
16,seeking wider recognition,0.0036478252469461154,14,7-2017,mohyla awarded,0.006389730202056913,3,seeking wider recognition,0.004775905232656564,14,hurt businesses,0.010522672835293128,2
17,recognition spending,0.003446819565712426,13,7-2017,outstanding contributions,0.006389730202056913,3,recognition spending,0.0045126881592208986,13,hurt businesses along,0.010522672835293128,2
18,recognition spending design,0.003446819565712426,13,7-2017,peter mohyla,0.006389730202056913,3,recognition spending design,0.0045126881592208986,13,businesses along,0.010522672835293128,2
19,wider recognition spending,0.003446819565712426,13,7-2017,peter mohyla awarded,0.006389730202056913,3,wider recognition spending,0.0045126881592208986,13,puts hurt businesses,0.010522672835293128,2
0,data police,0.025409422658912786,48,6-2017,fare increase,0.0189873417721519,6,data police,0.031999865016474255,45,kathleen wynne,0.0297029702970297,3
1,privacy policy,0.01583036286700492,29,6-2017,congrats rob,0.012658227848101266,4,privacy policy,0.02008255797965048,28,machines take,0.019801980198019802,2
2,sharing presto,0.014916304994132738,66,6-2017,sharing presto,0.010745238552749226,8,sharing presto,0.01705195598238749,58,leslie st,0.009900990099009901,2
3,information police,0.01352594234916797,60,6-2017,expansion meeting,0.00949367088607595,3,information police,0.016508753005367565,54,leslie st tracks,0.009900990099009901,2
4,quietly sharing,0.01312357650565183,63,6-2017,honoured represent,0.00949367088607595,3,quietly sharing,0.015714010321328777,56,broke bridge,0.009900990099009901,2
5,quietly sharing presto,0.011907507173660473,59,6-2017,relief line,0.008566793611349833,3,quietly sharing presto,0.01408665812791204,52,st tracks,0.009900990099009901,2
6,presto users,0.011692110313495775,54,6-2017,leslie woo,0.008566793611349833,3,presto users,0.014065916047720256,48,update confirms person,0.008855714762375407,2
7,fare hike,0.011560693641618495,20,6-2017,quietly sharing presto,0.007776415670894456,7,via torontostar,0.012960480911776193,31,update confirms,0.008855714762375407,2
8,via torontostar,0.010403119949005817,35,6-2017,quietly sharing,0.007776415670894456,7,users information,0.01155570462083543,44,killed struck,0.008855714762375407,2
9,sharing presto users,0.00971669856521017,50,6-2017,sharing customer,0.006713039061897604,3,sharing presto users,0.011469778644197837,44,killed struck via,0.008855714762375407,2
10,users information,0.009545276138601722,49,6-2017,tell think sharing,0.006713039061897604,3,users information police,0.011080493518904519,42,struck via,0.008855714762375407,2
11,users information police,0.009178989732020996,47,6-2017,information police,0.006552225362018339,6,presto users information,0.01093783774710197,42,rules sex,0.006600660066006601,2
12,presto users information,0.009101386434196784,47,6-2017,presto users,0.006372552087452911,6,secret report,0.006654919143222254,21,rules sex assault,0.006600660066006601,2
13,police via,0.006035010937535803,22,6-2017,sharing presto users,0.006372552087452911,6,new stations,0.006263572653977172,20,assault cases new,0.006600660066006601,2
14,secret report,0.0056111811495676385,21,6-2017,via torontostar,0.006176229911198152,4,raises questions,0.005382601377905427,19,policies debate,0.006600660066006601,2
15,new stations,0.0055746001673942355,21,6-2017,presto users information,0.00508424152659867,5,report raises,0.005227784708074852,19,new rules sex,0.006600660066006601,2
16,approval new,0.004800517258270269,20,6-2017,users information,0.00508424152659867,5,secret report raises,0.005227784708074852,19,new rules,0.006600660066006601,2
17,report raises,0.0047905142234587125,20,6-2017,users information police,0.00508424152659867,5,questions approval new,0.00517469541043727,19,new policies,0.006600660066006601,2
18,questions approval,0.004544344775301808,19,6-2017,flat fare,0.0031645569620253164,3,questions approval,0.00517469541043727,19,cases new,0.006600660066006601,2
19,secret report raises,0.004534251560181249,19,6-2017,police via torontostar,0.003142178845584161,3,approval new,0.00517469541043727,19,new policies debate,0.006600660066006601,2
0,light rail,0.020467528083700882,50,5-2017,looks like,0.020161290322580645,5,light rail,0.02449035204952977,46,bell support,0.028154545878423975,3
1,green jobs,0.017852928398878806,42,5-2017,th anniversary,0.016129032258064516,4,green jobs,0.023015456016967,42,gon na,0.023809523809523808,2
